formula,T,Cp
K2O2,1000.0,146.858
K2O2,900.0,140.798
K2O2,800.0,134.725
K2O2,700.0,127.95200000000001
K2O2,600.0,120.708
K2O2,500.0,115.478
K2O2,400.0,107.11
K2O2,300.0,100.374
K2O2,298.0,100.165
Na2S2,900.0,132.164
Na2S2,800.0,126.59100000000001
Na2S2,753.0,123.97200000000001
Na2S2,700.0,121.01799999999999
Na2S2,600.0,115.445
Na2S2,500.0,109.87200000000001
Na2S2,400.0,104.29899999999999
Na2S2,300.0,98.726
Na2S2,298.0,98.625
I3Ti1,298.0,116.771
I3Ti1,1400.0,124.792
I3Ti1,1300.0,124.064
I3Ti1,1200.0,123.336
I3Ti1,1100.0,122.60799999999999
I3Ti1,1000.0,121.88
I3Ti1,900.0,121.152
I3Ti1,800.0,120.42399999999999
I3Ti1,700.0,119.696
I3Ti1,600.0,118.96799999999999
I3Ti1,500.0,118.24
I3Ti1,400.0,117.512
I3Ti1,300.0,116.78399999999999
Al2Mg1O4,298.0,116.198
Al2Mg1O4,2700.0,242.291
Al2Mg1O4,2600.0,238.697
Al2Mg1O4,2500.0,235.095
Al2Mg1O4,2408.0,231.77700000000002
Al2Mg1O4,2400.0,231.488
Al2Mg1O4,2300.0,227.877
Al2Mg1O4,2200.0,224.25400000000002
Al2Mg1O4,2100.0,220.622
Al2Mg1O4,2000.0,216.982
Al2Mg1O4,1900.0,213.325
Al2Mg1O4,1800.0,209.65200000000002
Al2Mg1O4,1700.0,205.96200000000002
Al2Mg1O4,1600.0,202.238
Al2Mg1O4,1500.0,198.485
Al2Mg1O4,1400.0,194.68599999999998
Al2Mg1O4,1300.0,190.828
Al2Mg1O4,1200.0,186.895
Al2Mg1O4,1100.0,182.85299999999998
Al2Mg1O4,1000.0,178.657
Al2Mg1O4,900.0,174.238
Al2Mg1O4,800.0,169.47299999999996
Al2Mg1O4,700.0,164.155
Al2Mg1O4,600.0,157.887
Al2Mg1O4,500.0,149.829
Al2Mg1O4,400.0,137.988
Al2Mg1O4,300.0,116.53299999999999
N1Ti1,4400.0,84.152
N1Ti1,4300.0,83.161
N1Ti1,4200.0,82.171
N1Ti1,4100.0,81.182
N1Ti1,4000.0,80.193
N1Ti1,3900.0,79.203
N1Ti1,3800.0,78.215
N1Ti1,3700.0,77.22800000000002
N1Ti1,3600.0,76.244
N1Ti1,3500.0,75.262
N1Ti1,3400.0,74.279
N1Ti1,3300.0,73.295
N1Ti1,3220.0,72.513
N1Ti1,3200.0,72.316
N1Ti1,3100.0,71.337
N1Ti1,3000.0,70.362
N1Ti1,2900.0,69.387
N1Ti1,2800.0,68.413
N1Ti1,2700.0,67.446
N1Ti1,2600.0,66.48
N1Ti1,2500.0,65.517
N1Ti1,2400.0,64.559
N1Ti1,2300.0,63.605
N1Ti1,2200.0,62.655
N1Ti1,2100.0,61.71
N1Ti1,2000.0,60.777
N1Ti1,1900.0,59.848
N1Ti1,1800.0,58.927
N1Ti1,1700.0,58.02
N1Ti1,1600.0,57.128
N1Ti1,1500.0,56.246
N1Ti1,1400.0,55.38399999999999
N1Ti1,1300.0,54.538000000000004
N1Ti1,1200.0,53.718
N1Ti1,1100.0,52.919
N1Ti1,1000.0,52.145
N1Ti1,900.0,51.38399999999999
N1Ti1,800.0,50.618
N1Ti1,700.0,49.78100000000001
N1Ti1,600.0,48.723
N1Ti1,500.0,47.056999999999995
N1Ti1,400.0,43.81100000000001
N1Ti1,300.0,37.238
N1Ti1,298.0,37.079
N1V1,3400.0,76.191
N1V1,3300.0,75.312
N1V1,3200.0,74.475
N1V1,3100.0,73.638
N1V1,3000.0,72.80199999999998
N1V1,2900.0,71.923
N1V1,2800.0,71.044
N1V1,2700.0,70.166
N1V1,2600.0,69.28699999999999
N1V1,2500.0,68.408
N1V1,2400.0,67.53
N1V1,2300.0,66.65100000000001
N1V1,2200.0,65.77199999999999
N1V1,2100.0,64.852
N1V1,2000.0,63.931999999999995
N1V1,1900.0,62.968999999999994
N1V1,1800.0,62.049
N1V1,1700.0,61.17
N1V1,1600.0,60.123999999999995
N1V1,1500.0,59.091
N1V1,1400.0,58.045
N1V1,1300.0,56.986000000000004
N1V1,1200.0,55.907
N1V1,1100.0,54.806000000000004
N1V1,1000.0,53.668
N1V1,900.0,52.48
N1V1,800.0,51.211999999999996
N1V1,700.0,49.818999999999996
N1V1,600.0,48.208
N1V1,500.0,46.183
N1V1,400.0,43.29600000000001
N1V1,300.0,38.2
N1V1,298.0,37.981
Na1O2,1900.0,137.58700000000002
Na1O2,1800.0,133.47799999999998
Na1O2,1700.0,129.386
Na1O2,1600.0,125.311
Na1O2,1500.0,121.25200000000001
Na1O2,1400.0,117.211
Na1O2,1300.0,113.186
Na1O2,1200.0,109.177
Na1O2,1100.0,105.186
Na1O2,1000.0,101.211
Na1O2,900.0,96.962
Na1O2,800.0,92.634
Na1O2,700.0,88.50200000000002
Na1O2,600.0,84.475
Na1O2,500.0,80.375
Na1O2,400.0,76.274
Na1O2,300.0,72.21600000000002
Na1O2,298.0,72.141
Ni1S1,1600.0,80.124
Ni1S1,1500.0,77.278
Ni1S1,1400.0,74.433
Ni1S1,1300.0,71.58800000000002
Ni1S1,1249.0,70.137
Ni1S1,1200.0,68.743
Ni1S1,1100.0,65.898
Ni1S1,1000.0,63.053000000000004
Ni1S1,900.0,60.208
Ni1S1,800.0,57.363
Ni1S1,700.0,54.518
Ni1S1,652.0,56.372
Ni1S1,652.0,53.152
Ni1S1,600.0,55.312
Ni1S1,500.0,53.053000000000004
Ni1S1,400.0,50.50100000000001
Ni1S1,300.0,47.19600000000001
Ni1S1,298.0,47.111999999999995
Na2O1,1900.0,104.47
Na2O1,1800.0,103.617
Na2O1,1700.0,102.734
Na2O1,1600.0,101.822
Na2O1,1500.0,100.868
Na2O1,1405.2,99.913
Na2O1,1400.0,99.86
Na2O1,1300.0,98.788
Na2O1,1243.15,98.14
Na2O1,1243.15,98.14200000000001
Na2O1,1200.0,97.62899999999999
Na2O1,1100.0,96.353
Na2O1,1023.15,95.264
Na2O1,1023.15,95.265
Na2O1,1000.0,94.91799999999999
Na2O1,900.0,93.266
Na2O1,800.0,91.291
Na2O1,700.0,88.851
Na2O1,600.0,85.709
Na2O1,500.0,81.49600000000002
Na2O1,400.0,75.77600000000002
Na2O1,300.0,69.245
Na2O1,298.0,69.10300000000001
O1Ti1,2400.0,84.22399999999998
O1Ti1,2300.0,82.46700000000001
O1Ti1,2200.0,80.668
O1Ti1,2100.0,78.91
O1Ti1,2000.0,77.153
O1Ti1,1900.0,75.396
O1Ti1,1800.0,73.597
O1Ti1,1700.0,71.839
O1Ti1,1600.0,70.04
O1Ti1,1500.0,68.241
O1Ti1,1400.0,66.442
O1Ti1,1300.0,64.643
O1Ti1,1265.0,63.99800000000001
O1Ti1,1200.0,62.802
O1Ti1,1100.0,60.96100000000001
O1Ti1,1000.0,59.078
O1Ti1,900.0,57.153
O1Ti1,800.0,55.187
O1Ti1,700.0,53.095
O1Ti1,600.0,50.83600000000001
O1Ti1,500.0,48.242
O1Ti1,400.0,44.978
O1Ti1,300.0,40.062
O1Ti1,298.0,39.957
H1Li1O1,298.0,49.591
H1Li1O1,1400.0,97.115
H1Li1O1,1300.0,93.705
H1Li1O1,1200.0,90.274
H1Li1O1,1100.0,86.814
H1Li1O1,1000.0,83.30799999999998
H1Li1O1,900.0,79.747
H1Li1O1,800.0,76.086
H1Li1O1,744.3,73.97
H1Li1O1,700.0,72.279
H1Li1O1,600.0,68.208
H1Li1O1,500.0,63.647
H1Li1O1,400.0,58.053000000000004
H1Li1O1,300.0,49.761
Nb1O1,2700.0,66.87100000000001
Nb1O1,2600.0,65.982
Nb1O1,2500.0,65.09100000000001
Nb1O1,2400.0,64.199
Nb1O1,2300.0,63.306000000000004
Nb1O1,2210.0,62.50100000000001
Nb1O1,2200.0,62.413000000000004
Nb1O1,2100.0,61.526
Nb1O1,2000.0,60.62600000000001
Nb1O1,1900.0,59.73
Nb1O1,1800.0,58.831
Nb1O1,1700.0,57.928999999999995
Nb1O1,1600.0,57.023999999999994
Nb1O1,1500.0,56.117
Nb1O1,1400.0,55.208
Nb1O1,1300.0,54.287
Nb1O1,1200.0,53.358999999999995
Nb1O1,1100.0,52.418
Nb1O1,1000.0,51.467
Nb1O1,900.0,50.481
Nb1O1,800.0,49.467
Nb1O1,700.0,48.369
Nb1O1,600.0,47.20399999999999
Nb1O1,500.0,45.827
Nb1O1,400.0,44.032
Nb1O1,300.0,41.187
Nb1O1,298.0,41.111999999999995
F2Mg1,298.0,61.547
F2Mg1,1900.0,85.178
F2Mg1,1800.0,84.77600000000002
F2Mg1,1700.0,84.35799999999998
F2Mg1,1600.0,83.92299999999999
F2Mg1,1536.0,83.635
F2Mg1,1500.0,83.46700000000001
F2Mg1,1400.0,82.977
F2Mg1,1300.0,82.454
F2Mg1,1200.0,81.877
F2Mg1,1100.0,81.237
F2Mg1,1000.0,80.49600000000002
F2Mg1,900.0,79.626
F2Mg1,800.0,78.555
F2Mg1,700.0,77.178
F2Mg1,600.0,75.32
F2Mg1,500.0,72.634
F2Mg1,400.0,68.484
F2Mg1,300.0,61.68899999999999
Nb1,3100.0,53.879
Nb1,3000.0,50.41
Nb1,2900.0,47.342
Nb1,2800.0,44.643
Nb1,2750.0,43.423
Nb1,2700.0,42.283
Nb1,2600.0,40.233000000000004
Nb1,2500.0,38.635
Nb1,2400.0,37.317
Nb1,2300.0,36.192
Nb1,2200.0,35.187
Nb1,2100.0,34.275
Nb1,2000.0,33.43
Nb1,1900.0,32.639
Nb1,1800.0,31.903000000000002
Nb1,1700.0,31.221
Nb1,1600.0,30.605999999999998
Nb1,1500.0,30.061999999999998
Nb1,1400.0,29.589000000000002
Nb1,1300.0,29.179000000000002
Nb1,1200.0,28.798000000000002
Nb1,1100.0,28.405
Nb1,1000.0,27.999000000000002
Nb1,900.0,27.593000000000004
Nb1,800.0,27.183000000000003
Nb1,600.0,26.346999999999998
Nb1,500.0,25.899
Nb1,450.0,25.653000000000002
Nb1,400.0,25.393
Nb1,350.0,25.088
Nb1,300.0,24.711
Nb1,298.0,24.69400000000001
O3Ti2,2900.0,157.151
O3Ti2,2800.0,156.774
O3Ti2,2700.0,156.398
O3Ti2,2600.0,155.98
O3Ti2,2500.0,155.60299999999995
O3Ti2,2400.0,155.185
O3Ti2,2300.0,154.766
O3Ti2,2200.0,154.306
O3Ti2,2115.0,153.953
O3Ti2,2100.0,153.888
O3Ti2,2000.0,153.42700000000005
O3Ti2,1900.0,152.925
O3Ti2,1800.0,152.465
O3Ti2,1700.0,151.921
O3Ti2,1600.0,151.377
O3Ti2,1500.0,150.75
O3Ti2,1400.0,150.08
O3Ti2,1300.0,149.369
O3Ti2,1200.0,148.532
O3Ti2,1100.0,147.528
O3Ti2,1000.0,146.356
O3Ti2,900.0,144.892
O3Ti2,800.0,142.967
O3Ti2,700.0,140.33100000000002
O3Ti2,600.0,136.44
O3Ti2,500.0,130.248
O3Ti2,470.01,141.716
O3Ti2,470.01,127.65299999999999
O3Ti2,400.0,117.529
O3Ti2,300.0,96.19
O3Ti2,298.0,95.814
Ca1,298.0,25.929000000000002
Ca1,1000.0,39.025999999999996
Ca1,900.0,36.819
Ca1,800.0,34.613
Ca1,716.0,32.736999999999995
Ca1,700.0,32.406
Ca1,600.0,30.381999999999998
Ca1,500.0,28.487
Ca1,450.0,27.643
Ca1,400.0,26.868000000000002
Ca1,350.0,26.32
Ca1,300.0,25.945999999999998
O4Pb3,1400.0,224.262
O4Pb3,1300.0,220.078
O4Pb3,1200.0,215.894
O4Pb3,1100.0,211.71
O4Pb3,1000.0,207.52599999999998
O4Pb3,900.0,203.342
O4Pb3,800.0,199.158
O4Pb3,700.0,194.97400000000002
O4Pb3,600.0,190.79
O4Pb3,500.0,184.09599999999998
O4Pb3,400.0,173.05
O4Pb3,300.0,155.344
O4Pb3,298.0,154.934
O3W1,2900.0,128.86700000000002
O3W1,2800.0,127.194
O3W1,2700.0,125.52
O3W1,2600.0,123.846
O3W1,2500.0,122.17299999999999
O3W1,2400.0,120.499
O3W1,2300.0,118.82600000000001
O3W1,2200.0,117.152
O3W1,2100.0,115.478
O3W1,2000.0,113.805
O3W1,1900.0,112.131
O3W1,1800.0,110.458
O3W1,1745.0,109.537
O3W1,1600.0,107.149
O3W1,1500.0,105.512
O3W1,1400.0,103.875
O3W1,1300.0,102.238
O3W1,1200.0,100.601
O3W1,1100.0,98.963
O3W1,1050.0,102.508
O3W1,1050.0,98.14399999999999
O3W1,1000.0,101.671
O3W1,900.0,99.92299999999999
O3W1,800.0,98.23899999999999
O3W1,700.0,96.141
O3W1,600.0,93.113
O3W1,500.0,88.641
O3W1,400.0,82.209
O3W1,300.0,73.304
O3W1,298.0,73.139
O7Ti4,2300.0,322.545
O7Ti4,2200.0,320.913
O7Ti4,2100.0,319.281
O7Ti4,2000.0,317.607
O7Ti4,1950.0,316.7290000000001
O7Ti4,1900.0,315.85
O7Ti4,1800.0,314.051
O7Ti4,1700.0,312.21
O7Ti4,1600.0,310.285
O7Ti4,1500.0,308.235
O7Ti4,1400.0,306.018
O7Ti4,1300.0,303.675
O7Ti4,1200.0,301.08099999999996
O7Ti4,1100.0,298.152
O7Ti4,1000.0,294.805
O7Ti4,900.0,290.83
O7Ti4,800.0,285.976
O7Ti4,700.0,279.659
O7Ti4,600.0,271.165
O7Ti4,500.0,258.86400000000003
O7Ti4,400.0,239.91099999999997
O7Ti4,300.0,209.2
O7Ti4,298.0,208.489
K1,298.0,29.497
K1,350.0,38.484
K1,336.35,34.567
K1,300.0,29.573
O4V2,2100.0,183.092
O4V2,2000.0,181.192
O4V2,1900.0,179.27599999999995
O4V2,1818.0,177.72799999999995
O4V2,1800.0,177.343
O4V2,1700.0,175.30200000000005
O4V2,1600.0,173.42700000000005
O4V2,1500.0,171.429
O4V2,1400.0,169.40599999999995
O4V2,1300.0,167.33
O4V2,1200.0,165.209
O4V2,1100.0,162.987
O4V2,1000.0,160.68200000000004
O4V2,900.0,158.157
O4V2,800.0,155.457
O4V2,700.0,152.175
O4V2,600.0,148.44799999999995
O4V2,500.0,143.269
O4V2,400.0,135.281
O4V2,340.0,123.336
O4V2,340.0,127.62100000000001
O4V2,300.0,115.787
O4V2,298.0,115.399
O2.90W1,2900.0,123.135
O2.90W1,2800.0,121.88
O2.90W1,2700.0,120.625
O2.90W1,2600.0,119.37
O2.90W1,2500.0,118.11399999999999
O2.90W1,2400.0,116.859
O2.90W1,2300.0,115.604
O2.90W1,2200.0,114.34899999999999
O2.90W1,2100.0,113.094
O2.90W1,2000.0,111.838
O2.90W1,1900.0,110.583
O2.90W1,1800.0,109.32799999999999
O2.90W1,1700.0,108.073
O2.90W1,1600.0,106.818
O2.90W1,1500.0,105.68799999999999
O2.90W1,1400.0,104.55799999999999
O2.90W1,1300.0,103.303
O2.90W1,1200.0,101.88
O2.90W1,1100.0,100.56200000000001
O2.90W1,1000.0,99.244
O2.90W1,900.0,97.655
O2.90W1,800.0,95.98100000000001
O2.90W1,700.0,93.931
O2.90W1,600.0,90.91799999999999
O2.90W1,500.0,86.609
O2.90W1,400.0,80.333
O2.90W1,300.0,71.546
O2.90W1,298.0,71.37899999999998
Ca1Cl2,298.0,72.85600000000002
Ca1Cl2,1900.0,112.131
Ca1Cl2,1800.0,109.20200000000001
Ca1Cl2,1700.0,106.274
Ca1Cl2,1600.0,103.345
Ca1Cl2,1500.0,100.416
Ca1Cl2,1400.0,97.48700000000001
Ca1Cl2,1300.0,94.55799999999999
Ca1Cl2,1200.0,91.63
Ca1Cl2,1100.0,88.70100000000002
Ca1Cl2,1045.0,87.09
Ca1Cl2,1000.0,85.772
Ca1Cl2,900.0,83.094
Ca1Cl2,800.0,80.919
Ca1Cl2,700.0,79.37
Ca1Cl2,600.0,78.199
Ca1Cl2,500.0,77.153
Ca1Cl2,400.0,75.64699999999998
Ca1Cl2,300.0,72.92699999999998
Pb1,1400.0,37.183
Pb1,1300.0,36.208
Pb1,1200.0,35.238
Pb1,1100.0,34.263000000000005
Pb1,1000.0,33.288000000000004
Pb1,900.0,32.313
Pb1,800.0,31.342
Pb1,700.0,30.366999999999997
Pb1,600.6,29.414
Pb1,600.0,29.404
Pb1,500.0,28.549
Pb1,450.0,28.139
Pb1,400.0,27.72300000000001
Pb1,350.0,27.288
Pb1,300.0,26.853
Pb1,298.0,26.836
O5Ti3,1400.0,224.262
O5Ti3,1300.0,222.58900000000003
O5Ti3,1200.0,220.497
O5Ti3,1100.0,218.405
O5Ti3,1000.0,215.894
O5Ti3,900.0,213.38400000000001
O5Ti3,800.0,210.037
O5Ti3,700.0,206.062
O5Ti3,600.0,200.832
O5Ti3,500.0,194.138
O5Ti3,450.0,189.954
O5Ti3,400.0,182.84099999999998
O5Ti3,300.0,155.477
O5Ti3,298.0,154.808
O5V2,1400.0,195.393
O5V2,1300.0,192.46400000000003
O5V2,1200.0,189.535
O5V2,1100.0,186.606
O5V2,1000.0,183.678
O5V2,943.0,182.00400000000002
O5V2,900.0,180.74900000000002
O5V2,800.0,177.25099999999995
O5V2,700.0,173.234
O5V2,600.0,168.31400000000005
O5V2,500.0,161.753
O5V2,400.0,150.95
O5V2,300.0,131.02700000000002
O5V2,298.0,130.599
Mg3N2,298.0,104.516
Mg3N2,2400.0,123.595
Mg3N2,2300.0,123.595
Mg3N2,2200.0,123.595
Mg3N2,2100.0,123.595
Mg3N2,2000.0,123.595
Mg3N2,1900.0,123.595
Mg3N2,1800.0,123.595
Mg3N2,1700.0,123.595
Mg3N2,1600.0,123.595
Mg3N2,1500.0,123.595
Mg3N2,1400.0,123.595
Mg3N2,1300.0,123.595
Mg3N2,1200.0,123.595
Mg3N2,1100.0,123.595
Mg3N2,1061.0,123.846
Mg3N2,1061.0,123.595
Mg3N2,1000.0,123.846
Mg3N2,900.0,123.846
Mg3N2,823.0,120.574
Mg3N2,823.0,123.846
Mg3N2,800.0,119.87200000000001
Mg3N2,700.0,116.81700000000001
Mg3N2,600.0,113.76299999999999
Mg3N2,500.0,110.709
Mg3N2,400.0,107.654
Mg3N2,300.0,104.6
Mg2O4Si1,298.0,118.68799999999999
Mg2O4Si1,2900.0,216.315
Mg2O4Si1,2800.0,214.49
Mg2O4Si1,2700.0,212.648
Mg2O4Si1,2600.0,210.79
Mg2O4Si1,2500.0,208.915
Mg2O4Si1,2400.0,207.02
Mg2O4Si1,2300.0,205.1
Mg2O4Si1,2200.0,203.15400000000002
Mg2O4Si1,2171.0,202.673
Mg2O4Si1,2100.0,201.175
Mg2O4Si1,2000.0,199.16299999999998
Mg2O4Si1,1900.0,197.108
Mg2O4Si1,1800.0,195.00799999999998
Mg2O4Si1,1700.0,192.845
Mg2O4Si1,1600.0,190.61900000000003
Mg2O4Si1,1500.0,188.30900000000003
Mg2O4Si1,1400.0,185.895
Mg2O4Si1,1300.0,183.36
Mg2O4Si1,1200.0,180.665
Mg2O4Si1,1100.0,177.77
Mg2O4Si1,1000.0,174.607
Mg2O4Si1,900.0,171.088
Mg2O4Si1,800.0,167.063
Mg2O4Si1,700.0,162.31
Mg2O4Si1,600.0,156.431
Mg2O4Si1,500.0,148.695
Mg2O4Si1,400.0,137.55700000000002
Mg2O4Si1,300.0,119.148
Mo1O2.875,298.0,72.508
Mo1O2.875,1400.0,124.166
Mo1O2.875,1300.0,119.366
Mo1O2.875,1200.0,114.65799999999999
Mo1O2.875,1100.0,110.06200000000001
Mo1O2.875,1000.0,105.589
Mo1O2.875,900.0,101.256
Mo1O2.875,800.0,97.088
Mo1O2.875,700.0,93.079
Mo1O2.875,600.0,89.20100000000002
Mo1O2.875,500.0,85.274
Mo1O2.875,400.0,80.65100000000002
Mo1O2.875,300.0,72.73
Cl1H4N1,298.0,86.441
Cl1H4N1,1400.0,171.0
Cl1H4N1,1300.0,163.17600000000004
Cl1H4N1,1200.0,159.829
Cl1H4N1,1100.0,152.716
Cl1H4N1,1000.0,144.55700000000004
Cl1H4N1,900.0,134.976
Cl1H4N1,800.0,123.88799999999999
Cl1H4N1,700.0,112.801
Cl1H4N1,600.0,101.671
Cl1H4N1,500.0,90.5
Cl1H4N1,457.7,109.956
Cl1H4N1,457.7,85.898
Cl1H4N1,400.0,102.96799999999999
Cl1H4N1,300.0,86.944
Li2O5Si2,298.0,138.072
Li2O5Si2,2400.0,263.48
Li2O5Si2,2300.0,263.341
Li2O5Si2,2200.0,263.17400000000004
Li2O5Si2,2100.0,262.978
Li2O5Si2,2000.0,262.755
Li2O5Si2,1900.0,262.075
Li2O5Si2,1800.0,261.082
Li2O5Si2,1700.0,259.617
Li2O5Si2,1600.0,257.73400000000004
Li2O5Si2,1500.0,254.868
Li2O5Si2,1400.0,251.207
Li2O5Si2,1307.0,248.417
Li2O5Si2,1300.0,248.195
Li2O5Si2,1209.0,245.55900000000003
Li2O5Si2,1209.0,245.55900000000003
Li2O5Si2,1200.0,245.18200000000002
