formula,T,Câ‚š
Hf1,2000.0,39.269
Hf1,1900.0,38.569
Hf1,1800.0,37.868
Hf1,1700.0,37.167
Hf1,1600.0,36.466
Hf1,1500.0,35.765
Hf1,1400.0,35.064
Hf1,1300.0,34.372
Hf1,1200.0,33.571999999999996
Hf1,1100.0,32.759
Hf1,1000.0,31.943
Hf1,900.0,31.12
Hf1,800.0,30.288
Hf1,700.0,29.445
Hf1,600.0,28.583000000000002
Hf1,500.0,27.691999999999997
Hf1,450.0,27.23
Hf1,400.0,26.750999999999998
Hf1,350.0,26.247
Hf1,300.0,25.708000000000002
Hf1,298.0,25.686999999999998
F2Hg2,1400.0,125.825
F2Hg2,1300.0,124.87200000000001
F2Hg2,1200.0,123.709
F2Hg2,1100.0,122.334
F2Hg2,1000.0,120.74799999999999
F2Hg2,900.0,118.95100000000001
F2Hg2,800.0,116.943
F2Hg2,700.0,114.516
F2Hg2,600.0,111.671
F2Hg2,500.0,108.40700000000001
F2Hg2,400.0,104.684
F2Hg2,300.0,100.5
F2Hg2,298.0,100.416
I2Sr1,1400.0,108.24
I2Sr1,1300.0,105.493
I2Sr1,1200.0,102.71700000000001
I2Sr1,1100.0,99.971
I2Sr1,1000.0,97.236
I2Sr1,900.0,94.492
I2Sr1,811.0,92.04799999999999
I2Sr1,800.0,91.755
I2Sr1,700.0,88.994
I2Sr1,600.0,86.274
I2Sr1,500.0,83.51299999999999
I2Sr1,400.0,80.751
I2Sr1,300.0,78.032
I2Sr1,298.0,77.94800000000001
H2O4W1,900.0,182.422
H2O4W1,800.0,176.565
H2O4W1,700.0,170.707
H2O4W1,600.0,159.829
H2O4W1,500.0,146.44
H2O4W1,400.0,129.704
H2O4W1,300.0,112.96799999999999
H2O4W1,298.0,112.633
Ca1S1,298.0,47.442
Ca1S1,2900.0,61.42100000000001
Ca1S1,2800.0,61.045
Ca1S1,2700.0,60.668
Ca1S1,2600.0,60.291000000000004
Ca1S1,2500.0,59.898999999999994
Ca1S1,2400.0,59.496
Ca1S1,2300.0,59.115
Ca1S1,2200.0,58.743
Ca1S1,2100.0,58.382
Ca1S1,2000.0,58.032
Ca1S1,1800.0,57.195
Ca1S1,1700.0,56.761
Ca1S1,1600.0,56.317
Ca1S1,1500.0,55.986999999999995
Ca1S1,1400.0,55.731
Ca1S1,1300.0,55.391000000000005
Ca1S1,1200.0,55.02
Ca1S1,1100.0,54.586000000000006
Ca1S1,1000.0,54.099
Ca1S1,900.0,53.555
Ca1S1,800.0,53.011
Ca1S1,700.0,52.342
Ca1S1,600.0,51.547
Ca1S1,500.0,50.501000000000005
Ca1S1,400.0,49.20399999999999
Ca1S1,300.0,47.446999999999996
K2O4S1,1100.0,239.365
K2O4S1,1000.0,226.11599999999999
K2O4S1,900.0,212.865
K2O4S1,857.0,207.169
K2O4S1,800.0,199.61900000000003
K2O4S1,700.0,186.368
K2O4S1,600.0,172.52700000000002
K2O4S1,500.0,160.733
K2O4S1,400.0,147.649
K2O4S1,300.0,131.666
K2O4S1,298.0,131.319
Mg1O3Si1,2400.0,122.432
Mg1O3Si1,2300.0,122.432
Mg1O3Si1,2200.0,122.432
Mg1O3Si1,2100.0,122.432
Mg1O3Si1,2000.0,122.432
Mg1O3Si1,1900.0,122.432
Mg1O3Si1,1850.0,122.432
Mg1O3Si1,1800.0,122.432
Mg1O3Si1,1700.0,122.432
Mg1O3Si1,1600.0,122.432
Mg1O3Si1,1500.0,122.432
Mg1O3Si1,1400.0,122.432
Mg1O3Si1,1300.0,122.432
Mg1O3Si1,1258.0,120.34
Mg1O3Si1,1258.0,122.432
Mg1O3Si1,1200.0,120.34
Mg1O3Si1,1100.0,120.34
Mg1O3Si1,1000.0,120.34
Mg1O3Si1,903.0,119.788
Mg1O3Si1,903.0,120.34
Mg1O3Si1,900.0,119.675
Mg1O3Si1,800.0,115.78
Mg1O3Si1,700.0,111.62100000000001
Mg1O3Si1,600.0,106.99700000000001
Mg1O3Si1,500.0,101.512
Mg1O3Si1,400.0,94.194
Mg1O3Si1,300.0,82.228
Mg1O3Si1,298.0,81.927
Li3N1,1200.0,156.108
Li3N1,1100.0,148.69299999999998
Li3N1,1000.0,140.95
Li3N1,900.0,132.84
Li3N1,800.0,124.38
Li3N1,700.0,115.58
Li3N1,600.0,106.43
Li3N1,500.0,96.94
Li3N1,400.0,87.1
Li3N1,300.0,75.544
Li3N1,298.0,75.266
H1K1,1400.0,63.301
H1K1,1300.0,62.701
H1K1,1200.0,61.923
H1K1,1100.0,60.966
H1K1,1000.0,59.831
H1K1,900.0,58.44
H1K1,800.0,56.818999999999996
H1K1,700.0,54.606
H1K1,600.0,51.923
H1K1,500.0,48.534
H1K1,400.0,44.141000000000005
H1K1,300.0,38.074
H1K1,298.0,37.907
Mg1O4W1,1900.0,195.602
Mg1O4W1,1800.0,191.0
Mg1O4W1,1700.0,186.606
Mg1O4W1,1600.0,182.00400000000002
Mg1O4W1,1500.0,177.611
Mg1O4W1,1400.0,173.00799999999998
Mg1O4W1,1300.0,168.615
Mg1O4W1,1200.0,164.013
Mg1O4W1,1100.0,159.41
Mg1O4W1,1000.0,154.808
Mg1O4W1,900.0,150.415
Mg1O4W1,800.0,146.14700000000002
Mg1O4W1,700.0,141.67
Mg1O4W1,600.0,137.026
Mg1O4W1,500.0,131.58700000000002
Mg1O4W1,400.0,123.428
Mg1O4W1,300.0,109.62100000000001
Mg1O4W1,298.0,109.07700000000001
I4Ti1,379.0,148.114
I4Ti1,300.0,125.947
I4Ti1,298.0,125.62899999999999
H1K1O1,298.0,64.89399999999999
H1K1O1,1400.0,78.65899999999999
H1K1O1,1300.0,78.65899999999999
H1K1O1,1200.0,78.65899999999999
H1K1O1,1100.0,78.65899999999999
H1K1O1,1000.0,78.65899999999999
H1K1O1,900.0,78.65899999999999
H1K1O1,800.0,78.65899999999999
H1K1O1,700.0,78.65899999999999
H1K1O1,679.0,78.65899999999999
H1K1O1,600.0,78.65899999999999
H1K1O1,516.0,80.961
H1K1O1,516.0,78.65899999999999
H1K1O1,500.0,79.58
H1K1O1,400.0,71.672
H1K1O1,300.0,65.01100000000001
I2,600.0,96.816
I2,500.0,81.207
I2,450.0,73.402
I2,400.0,65.598
I2,386.75,63.545
I2,350.0,58.605
I2,300.0,54.506
I2,298.0,54.43600000000001
Mn1,1800.0,48.446000000000005
Mn1,1700.0,47.623999999999995
Mn1,1600.0,46.803000000000004
Mn1,1519.0,46.108000000000004
Mn1,1500.0,45.982
Mn1,1412.0,43.513999999999996
Mn1,1412.0,45.229
Mn1,1400.0,43.43
Mn1,1361.0,39.204
Mn1,1361.0,43.095
Mn1,1300.0,38.953
Mn1,1200.0,38.535
Mn1,1100.0,38.116
Mn1,1000.0,37.698
Mn1,980.0,37.545
Mn1,980.0,37.571999999999996
Mn1,900.0,36.384
Mn1,800.0,34.915
Mn1,700.0,33.426
Mn1,600.0,31.899
Mn1,500.0,30.291999999999998
Mn1,450.0,30.02
Mn1,400.0,28.526999999999997
Mn1,350.0,27.516
Mn1,300.0,26.346999999999998
Mn1,298.0,26.299
Al1Na1O2,298.0,73.638
Al1Na1O2,2900.0,129.243
Al1Na1O2,2800.0,128.666
Al1Na1O2,2700.0,127.973
Al1Na1O2,2600.0,127.163
Al1Na1O2,2500.0,126.23700000000001
Al1Na1O2,2400.0,125.194
Al1Na1O2,2300.0,124.03399999999999
Al1Na1O2,2200.0,122.759
Al1Na1O2,2100.0,121.366
Al1Na1O2,2000.0,119.85799999999999
Al1Na1O2,1900.0,118.23299999999999
Al1Na1O2,1800.0,116.491
Al1Na1O2,1700.0,114.751
Al1Na1O2,1600.0,112.943
Al1Na1O2,1500.0,111.169
Al1Na1O2,1400.0,109.395
Al1Na1O2,1300.0,107.62100000000001
Al1Na1O2,1200.0,105.84700000000001
Al1Na1O2,1100.0,104.073
Al1Na1O2,1000.0,102.29899999999999
Al1Na1O2,900.0,100.525
Al1Na1O2,800.0,98.751
Al1Na1O2,740.0,99.788
Al1Na1O2,740.0,97.696
Al1Na1O2,700.0,98.291
Al1Na1O2,600.0,94.27
Al1Na1O2,500.0,89.56299999999999
Al1Na1O2,400.0,83.412
Al1Na1O2,300.0,73.889
Mo1O2.889,1400.0,124.679
Mo1O2.889,1300.0,119.846
Mo1O2.889,1200.0,115.105
Mo1O2.889,1100.0,110.476
Mo1O2.889,1000.0,105.973
Mo1O2.889,900.0,101.611
Mo1O2.889,800.0,97.415
Mo1O2.889,700.0,93.383
Mo1O2.889,600.0,89.48700000000001
Mo1O2.889,500.0,85.55
Mo1O2.889,400.0,80.923
Mo1O2.889,300.0,72.995
Mo1O2.889,298.0,72.77199999999999
Mo1O2.750,1400.0,119.553
Mo1O2.750,1300.0,115.05
Mo1O2.750,1200.0,110.63799999999999
Mo1O2.750,1100.0,106.331
Mo1O2.750,1000.0,102.139
Mo1O2.750,900.0,98.072
Mo1O2.750,800.0,94.145
Mo1O2.750,700.0,90.344
Mo1O2.750,600.0,86.626
Mo1O2.750,500.0,82.79700000000001
Mo1O2.750,400.0,78.208
Mo1O2.750,300.0,70.354
Mo1O2.750,298.0,70.135
N0.465V1,3400.0,66.777
N0.465V1,3300.0,65.898
N0.465V1,3200.0,65.01899999999999
N0.465V1,3100.0,64.141
N0.465V1,3000.0,63.303999999999995
N0.465V1,2900.0,62.425
N0.465V1,2800.0,61.505
N0.465V1,2700.0,60.583999999999996
N0.465V1,2600.0,59.622
N0.465V1,2500.0,58.743
N0.465V1,2400.0,57.907
N0.465V1,2300.0,56.902
N0.465V1,2200.0,55.94
N0.465V1,2100.0,54.93600000000001
N0.465V1,2000.0,53.974
N0.465V1,1900.0,52.928000000000004
N0.465V1,1800.0,51.998999999999995
N0.465V1,1700.0,50.823
N0.465V1,1600.0,49.643
N0.465V1,1500.0,48.455
N0.465V1,1400.0,47.262
N0.465V1,1300.0,46.066
N0.465V1,1200.0,44.852
N0.465V1,1100.0,43.626999999999995
N0.465V1,1000.0,42.376000000000005
N0.465V1,900.0,41.095
N0.465V1,800.0,39.765
N0.465V1,700.0,38.359
N0.465V1,600.0,36.815
N0.465V1,500.0,35.016
N0.465V1,400.0,32.677
N0.465V1,300.0,28.971
N0.465V1,298.0,28.877
Mg2O4Ti1,2900.0,243.08599999999998
Mg2O4Ti1,2800.0,240.685
Mg2O4Ti1,2700.0,238.21200000000002
Mg2O4Ti1,2600.0,235.668
Mg2O4Ti1,2500.0,233.049
Mg2O4Ti1,2400.0,230.358
Mg2O4Ti1,2300.0,227.593
Mg2O4Ti1,2200.0,224.752
Mg2O4Ti1,2100.0,221.831
Mg2O4Ti1,2013.0,219.233
Mg2O4Ti1,1900.0,215.765
Mg2O4Ti1,1800.0,212.61
Mg2O4Ti1,1700.0,209.36700000000002
Mg2O4Ti1,1600.0,206.041
Mg2O4Ti1,1500.0,202.614
Mg2O4Ti1,1400.0,199.09099999999998
Mg2O4Ti1,1300.0,195.456
Mg2O4Ti1,1200.0,191.69
Mg2O4Ti1,1100.0,187.778
Mg2O4Ti1,1000.0,183.68599999999998
Mg2O4Ti1,900.0,179.36
Mg2O4Ti1,800.0,174.707
Mg2O4Ti1,700.0,169.582
Mg2O4Ti1,600.0,163.686
Mg2O4Ti1,500.0,156.41
Mg2O4Ti1,400.0,146.285
Mg2O4Ti1,300.0,129.026
Mg2O4Ti1,298.0,128.57399999999998
C1Na2O3,298.0,111.00299999999999
C1Na2O3,1900.0,220.204
C1Na2O3,1800.0,218.65599999999998
C1Na2O3,1700.0,216.899
C1Na2O3,1600.0,214.765
C1Na2O3,1500.0,212.547
C1Na2O3,1400.0,209.74400000000003
C1Na2O3,1300.0,206.188
C1Na2O3,1200.0,200.748
C1Na2O3,1123.15,195.101
C1Na2O3,1100.0,192.046
C1Na2O3,1000.0,179.201
C1Na2O3,900.0,166.23
C1Na2O3,800.0,153.344
C1Na2O3,723.15,193.385
C1Na2O3,723.15,143.762
C1Na2O3,700.0,187.56900000000002
C1Na2O3,600.0,163.30200000000002
C1Na2O3,500.0,142.214
C1Na2O3,400.0,125.102
C1Na2O3,300.0,111.25299999999999
Mo1S2,2300.0,88.65899999999999
Mo1S2,2200.0,87.906
Mo1S2,2100.0,87.111
Mo1S2,2000.0,86.35799999999999
Mo1S2,1900.0,85.605
Mo1S2,1800.0,84.81
Mo1S2,1700.0,84.057
Mo1S2,1600.0,83.262
Mo1S2,1500.0,82.46700000000001
Mo1S2,1400.0,81.672
Mo1S2,1300.0,80.835
Mo1S2,1200.0,79.998
Mo1S2,1100.0,79.119
Mo1S2,1000.0,78.241
Mo1S2,900.0,77.278
Mo1S2,800.0,76.232
Mo1S2,700.0,75.01899999999999
Mo1S2,600.0,73.597
Mo1S2,500.0,71.756
Mo1S2,400.0,68.91
Mo1S2,300.0,63.68
Mo1S2,298.0,63.555
Li2O3Ti1,2900.0,223.426
Li2O3Ti1,2800.0,220.078
Li2O3Ti1,2700.0,216.731
Li2O3Ti1,2600.0,213.38400000000001
Li2O3Ti1,2500.0,210.037
Li2O3Ti1,2400.0,206.69
Li2O3Ti1,2300.0,203.342
Li2O3Ti1,2200.0,199.995
Li2O3Ti1,2100.0,196.648
Li2O3Ti1,2000.0,193.301
Li2O3Ti1,1900.0,189.954
Li2O3Ti1,1820.0,187.27599999999998
Li2O3Ti1,1800.0,186.606
Li2O3Ti1,1700.0,183.25900000000001
Li2O3Ti1,1600.0,179.912
Li2O3Ti1,1500.0,176.565
Li2O3Ti1,1485.0,160.344
Li2O3Ti1,1485.0,176.063
Li2O3Ti1,1400.0,159.494
Li2O3Ti1,1300.0,158.49
Li2O3Ti1,1200.0,157.31799999999998
Li2O3Ti1,1100.0,155.812
Li2O3Ti1,1000.0,153.888
Li2O3Ti1,900.0,151.67
Li2O3Ti1,800.0,149.034
Li2O3Ti1,700.0,145.85399999999998
Li2O3Ti1,600.0,141.503
Li2O3Ti1,500.0,135.645
Li2O3Ti1,400.0,127.361
Li2O3Ti1,300.0,110.75
Li2O3Ti1,298.0,109.855
I4Mo1,500.0,137.19299999999998
I4Mo1,400.0,137.19299999999998
I4Mo1,300.0,137.19299999999998
I4Mo1,298.0,137.19299999999998
Ba1S1,298.0,49.373999999999995
Ba1S1,2900.0,72.221
Ba1S1,2800.0,71.46300000000001
Ba1S1,2700.0,70.694
Ba1S1,2600.0,69.915
Ba1S1,2500.0,69.156
Ba1S1,2400.0,68.408
Ba1S1,2300.0,67.64
Ba1S1,2200.0,66.86
Ba1S1,2100.0,66.086
Ba1S1,2000.0,65.312
Ba1S1,1900.0,64.554
Ba1S1,1800.0,63.806000000000004
Ba1S1,1700.0,63.037
Ba1S1,1600.0,62.258
Ba1S1,1500.0,61.5
Ba1S1,1400.0,60.751999999999995
Ba1S1,1300.0,59.983000000000004
Ba1S1,1200.0,59.20399999999999
Ba1S1,1100.0,58.43
Ba1S1,1000.0,57.656000000000006
Ba1S1,900.0,56.777
Ba1S1,800.0,55.982
Ba1S1,700.0,55.06100000000001
Ba1S1,600.0,54.056999999999995
Ba1S1,500.0,52.718
Ba1S1,400.0,51.128
Ba1S1,300.0,49.407
Cu2O5S1,298.0,141.043
Cu2O5S1,1400.0,230.329
Cu2O5S1,1300.0,226.313
Cu2O5S1,1200.0,221.752
Cu2O5S1,1100.0,217.15
Cu2O5S1,1000.0,212.547
Cu2O5S1,900.0,207.52599999999998
Cu2O5S1,800.0,202.12900000000002
Cu2O5S1,700.0,195.81099999999998
Cu2O5S1,600.0,187.82
Cu2O5S1,500.0,176.983
Cu2O5S1,400.0,162.339
Cu2O5S1,300.0,141.41899999999998
K2O2,1900.0,200.782
K2O2,1800.0,194.857
K2O2,1700.0,188.916
K2O2,1600.0,182.958
K2O2,1500.0,176.983
K2O2,1400.0,170.99200000000002
K2O2,1300.0,164.983
K2O2,1200.0,158.959
K2O2,1100.0,152.917
K2O2,1000.0,146.858
K2O2,900.0,140.798
K2O2,800.0,134.725
K2O2,700.0,127.95200000000001
K2O2,600.0,120.708
K2O2,500.0,115.478
K2O2,400.0,107.11
K2O2,300.0,100.374
K2O2,298.0,100.165
I3Ti1,298.0,116.771
I3Ti1,1400.0,124.792
I3Ti1,1300.0,124.064
I3Ti1,1200.0,123.336
I3Ti1,1100.0,122.60799999999999
I3Ti1,1000.0,121.88
I3Ti1,900.0,121.152
I3Ti1,800.0,120.42399999999999
I3Ti1,700.0,119.696
I3Ti1,600.0,118.96799999999999
I3Ti1,500.0,118.24
I3Ti1,400.0,117.512
I3Ti1,300.0,116.78399999999999
Li2O2,1900.0,163.628
Li2O2,1800.0,159.005
Li2O2,1700.0,154.31799999999998
Li2O2,1600.0,149.57
Li2O2,1500.0,144.766
Li2O2,1400.0,139.905
Li2O2,1300.0,134.98
Li2O2,1200.0,129.997
Li2O2,1100.0,124.89200000000001
Li2O2,1000.0,119.704
Li2O2,900.0,114.432
Li2O2,800.0,109.07700000000001
Li2O2,700.0,103.428
Li2O2,600.0,97.445
Li2O2,500.0,90.79299999999999
Li2O2,400.0,82.676
Li2O2,300.0,70.919
Li2O2,298.0,70.626
I3Zr1,298.0,103.818
I3Zr1,1900.0,107.947
I3Zr1,1800.0,107.905
I3Zr1,1700.0,107.86399999999999
I3Zr1,1600.0,107.822
I3Zr1,1500.0,107.78
I3Zr1,1400.0,107.738
I3Zr1,1300.0,107.696
I3Zr1,1200.0,107.61200000000001
I3Zr1,1100.0,107.529
I3Zr1,1000.0,107.445
I3Zr1,900.0,107.32
I3Zr1,800.0,107.11
I3Zr1,700.0,106.90100000000001
I3Zr1,600.0,106.69200000000001
I3Zr1,500.0,106.274
I3Zr1,400.0,105.855
I3Zr1,300.0,103.897
Al2Mg1O4,298.0,116.198
Al2Mg1O4,2700.0,242.291
Al2Mg1O4,2600.0,238.697
Al2Mg1O4,2500.0,235.095
Al2Mg1O4,2408.0,231.77700000000002
Al2Mg1O4,2400.0,231.488
Al2Mg1O4,2300.0,227.877
Al2Mg1O4,2200.0,224.25400000000002
Al2Mg1O4,2100.0,220.622
Al2Mg1O4,2000.0,216.982
Al2Mg1O4,1900.0,213.325
Al2Mg1O4,1800.0,209.65200000000002
Al2Mg1O4,1700.0,205.96200000000002
Al2Mg1O4,1600.0,202.238
Al2Mg1O4,1500.0,198.485
Al2Mg1O4,1400.0,194.68599999999998
Al2Mg1O4,1300.0,190.828
Al2Mg1O4,1200.0,186.895
Al2Mg1O4,1100.0,182.85299999999998
Al2Mg1O4,1000.0,178.657
Al2Mg1O4,900.0,174.238
Al2Mg1O4,800.0,169.47299999999998
Al2Mg1O4,700.0,164.155
Al2Mg1O4,600.0,157.887
Al2Mg1O4,500.0,149.829
Al2Mg1O4,400.0,137.988
Al2Mg1O4,300.0,116.53299999999999
N1V1,3400.0,76.191
N1V1,3300.0,75.312
N1V1,3200.0,74.475
N1V1,3100.0,73.638
N1V1,3000.0,72.80199999999999
N1V1,2900.0,71.923
N1V1,2800.0,71.044
N1V1,2700.0,70.166
N1V1,2600.0,69.28699999999999
N1V1,2500.0,68.408
N1V1,2400.0,67.53
N1V1,2300.0,66.65100000000001
N1V1,2200.0,65.77199999999999
N1V1,2100.0,64.852
N1V1,2000.0,63.931999999999995
N1V1,1900.0,62.968999999999994
N1V1,1800.0,62.049
N1V1,1700.0,61.17
N1V1,1600.0,60.123999999999995
N1V1,1500.0,59.091
N1V1,1400.0,58.045
N1V1,1300.0,56.986000000000004
N1V1,1200.0,55.907
N1V1,1100.0,54.806000000000004
N1V1,1000.0,53.668
N1V1,900.0,52.48
N1V1,800.0,51.211999999999996
N1V1,700.0,49.818999999999996
N1V1,600.0,48.208
N1V1,500.0,46.183
N1V1,400.0,43.29600000000001
N1V1,300.0,38.2
N1V1,298.0,37.981
Ni1S1,1600.0,80.124
Ni1S1,1500.0,77.278
Ni1S1,1400.0,74.433
Ni1S1,1300.0,71.58800000000001
Ni1S1,1249.0,70.137
Ni1S1,1200.0,68.743
Ni1S1,1100.0,65.898
Ni1S1,1000.0,63.053000000000004
Ni1S1,900.0,60.208
Ni1S1,800.0,57.363
Ni1S1,700.0,54.518
Ni1S1,652.0,56.372
Ni1S1,652.0,53.152
Ni1S1,600.0,55.312
Ni1S1,500.0,53.053000000000004
Ni1S1,400.0,50.501000000000005
Ni1S1,300.0,47.196000000000005
Ni1S1,298.0,47.111999999999995
Na2O1,1900.0,104.47
Na2O1,1800.0,103.617
Na2O1,1700.0,102.734
Na2O1,1600.0,101.822
Na2O1,1500.0,100.868
Na2O1,1405.2,99.913
Na2O1,1400.0,99.86
Na2O1,1300.0,98.788
Na2O1,1243.15,98.14
Na2O1,1243.15,98.14200000000001
Na2O1,1200.0,97.62899999999999
Na2O1,1100.0,96.353
Na2O1,1023.15,95.264
Na2O1,1023.15,95.265
Na2O1,1000.0,94.91799999999999
Na2O1,900.0,93.266
Na2O1,800.0,91.291
Na2O1,700.0,88.851
Na2O1,600.0,85.709
Na2O1,500.0,81.49600000000001
Na2O1,400.0,75.77600000000001
Na2O1,300.0,69.245
Na2O1,298.0,69.10300000000001
B1Li1O2,298.0,60.371
B1Li1O2,1900.0,158.636
B1Li1O2,1800.0,153.072
B1Li1O2,1700.0,147.507
B1Li1O2,1600.0,141.938
B1Li1O2,1500.0,136.369
B1Li1O2,1400.0,130.78799999999998
B1Li1O2,1300.0,125.20200000000001
B1Li1O2,1200.0,119.604
B1Li1O2,1117.0,114.943
B1Li1O2,1100.0,113.98899999999999
B1Li1O2,1000.0,108.353
B1Li1O2,900.0,102.675
B1Li1O2,800.0,96.939
B1Li1O2,700.0,91.098
B1Li1O2,600.0,85.057
B1Li1O2,500.0,78.605
B1Li1O2,400.0,71.145
B1Li1O2,300.0,60.618
O1Ti1,2400.0,84.22399999999999
O1Ti1,2300.0,82.46700000000001
O1Ti1,2200.0,80.668
O1Ti1,2100.0,78.91
O1Ti1,2000.0,77.153
O1Ti1,1900.0,75.396
O1Ti1,1800.0,73.597
O1Ti1,1700.0,71.839
O1Ti1,1600.0,70.04
O1Ti1,1500.0,68.241
O1Ti1,1400.0,66.442
O1Ti1,1300.0,64.643
O1Ti1,1265.0,63.998000000000005
O1Ti1,1200.0,62.802
O1Ti1,1100.0,60.961000000000006
O1Ti1,1000.0,59.078
O1Ti1,900.0,57.153
O1Ti1,800.0,55.187
O1Ti1,700.0,53.095
O1Ti1,600.0,50.836000000000006
O1Ti1,500.0,48.242
O1Ti1,400.0,44.978
O1Ti1,300.0,40.062
O1Ti1,298.0,39.957
H1Li1O1,298.0,49.591
H1Li1O1,1400.0,97.115
H1Li1O1,1300.0,93.705
H1Li1O1,1200.0,90.274
H1Li1O1,1100.0,86.814
H1Li1O1,1000.0,83.30799999999999
H1Li1O1,900.0,79.747
H1Li1O1,800.0,76.086
H1Li1O1,744.3,73.97
H1Li1O1,700.0,72.279
H1Li1O1,600.0,68.208
H1Li1O1,500.0,63.647
H1Li1O1,400.0,58.053000000000004
H1Li1O1,300.0,49.761
Nb1O1,2700.0,66.87100000000001
Nb1O1,2600.0,65.982
Nb1O1,2500.0,65.09100000000001
Nb1O1,2400.0,64.199
Nb1O1,2300.0,63.306000000000004
Nb1O1,2210.0,62.501000000000005
Nb1O1,2200.0,62.413000000000004
Nb1O1,2100.0,61.526
Nb1O1,2000.0,60.626000000000005
Nb1O1,1900.0,59.73
Nb1O1,1800.0,58.831
Nb1O1,1700.0,57.928999999999995
Nb1O1,1600.0,57.023999999999994
Nb1O1,1500.0,56.117
Nb1O1,1400.0,55.208
Nb1O1,1300.0,54.287
Nb1O1,1200.0,53.358999999999995
Nb1O1,1100.0,52.418
Nb1O1,1000.0,51.467
Nb1O1,900.0,50.481
Nb1O1,800.0,49.467
Nb1O1,700.0,48.369
Nb1O1,600.0,47.20399999999999
Nb1O1,500.0,45.827
Nb1O1,400.0,44.032
Nb1O1,300.0,41.187
Nb1O1,298.0,41.111999999999995
Nb1,3100.0,53.879
Nb1,3000.0,50.41
Nb1,2900.0,47.342
Nb1,2800.0,44.643
Nb1,2750.0,43.423
Nb1,2700.0,42.283
Nb1,2600.0,40.233000000000004
Nb1,2500.0,38.635
Nb1,2400.0,37.317
Nb1,2300.0,36.192
Nb1,2200.0,35.187
Nb1,2100.0,34.275
Nb1,2000.0,33.43
Nb1,1900.0,32.639
Nb1,1800.0,31.903000000000002
Nb1,1700.0,31.221
Nb1,1600.0,30.605999999999998
Nb1,1500.0,30.061999999999998
Nb1,1400.0,29.589000000000002
Nb1,1300.0,29.179000000000002
Nb1,1200.0,28.798000000000002
Nb1,1100.0,28.405
Nb1,1000.0,27.999000000000002
Nb1,900.0,27.593000000000004
Nb1,800.0,27.183000000000003
Nb1,600.0,26.346999999999998
Nb1,500.0,25.899
Nb1,450.0,25.653000000000002
Nb1,400.0,25.393
Nb1,350.0,25.088
Nb1,300.0,24.711
Nb1,298.0,24.694000000000003
O3Ti2,2900.0,157.151
O3Ti2,2800.0,156.774
O3Ti2,2700.0,156.398
O3Ti2,2600.0,155.98
O3Ti2,2500.0,155.60299999999998
O3Ti2,2400.0,155.185
O3Ti2,2300.0,154.766
O3Ti2,2200.0,154.306
O3Ti2,2115.0,153.953
O3Ti2,2100.0,153.888
O3Ti2,2000.0,153.42700000000002
O3Ti2,1900.0,152.925
O3Ti2,1800.0,152.465
O3Ti2,1700.0,151.921
O3Ti2,1600.0,151.377
O3Ti2,1500.0,150.75
O3Ti2,1400.0,150.08
O3Ti2,1300.0,149.369
O3Ti2,1200.0,148.532
O3Ti2,1100.0,147.528
O3Ti2,1000.0,146.356
O3Ti2,900.0,144.892
O3Ti2,800.0,142.967
O3Ti2,700.0,140.33100000000002
O3Ti2,600.0,136.44
O3Ti2,500.0,130.248
O3Ti2,470.01,141.716
O3Ti2,470.01,127.65299999999999
O3Ti2,400.0,117.529
O3Ti2,300.0,96.19
