formula,T,Câ‚š
O3Ti2,298.0,95.814
O3Pb1Si1,1900.0,137.15200000000002
O3Pb1Si1,1800.0,136.775
O3Pb1Si1,1700.0,136.189
O3Pb1Si1,1600.0,135.645
O3Pb1Si1,1500.0,135.018
O3Pb1Si1,1400.0,134.22299999999998
O3Pb1Si1,1300.0,133.428
O3Pb1Si1,1200.0,132.591
O3Pb1Si1,1100.0,131.545
O3Pb1Si1,1000.0,130.332
O3Pb1Si1,900.0,128.784
O3Pb1Si1,800.0,126.566
O3Pb1Si1,700.0,123.428
O3Pb1Si1,600.0,118.742
O3Pb1Si1,500.0,111.964
O3Pb1Si1,400.0,102.84299999999999
O3Pb1Si1,300.0,90.333
O3Pb1Si1,298.0,90.04
O4Pb3,1400.0,224.262
O4Pb3,1300.0,220.078
O4Pb3,1200.0,215.894
O4Pb3,1100.0,211.71
O4Pb3,1000.0,207.52599999999998
O4Pb3,900.0,203.342
O4Pb3,800.0,199.158
O4Pb3,700.0,194.97400000000002
O4Pb3,600.0,190.79
O4Pb3,500.0,184.09599999999998
O4Pb3,400.0,173.05
O4Pb3,300.0,155.344
O4Pb3,298.0,154.934
O3W1,2900.0,128.86700000000002
O3W1,2800.0,127.194
O3W1,2700.0,125.52
O3W1,2600.0,123.846
O3W1,2500.0,122.17299999999999
O3W1,2400.0,120.499
O3W1,2300.0,118.82600000000001
O3W1,2200.0,117.152
O3W1,2100.0,115.478
O3W1,2000.0,113.805
O3W1,1900.0,112.131
O3W1,1800.0,110.458
O3W1,1745.0,109.537
O3W1,1600.0,107.149
O3W1,1500.0,105.512
O3W1,1400.0,103.875
O3W1,1300.0,102.238
O3W1,1200.0,100.601
O3W1,1100.0,98.963
O3W1,1050.0,102.508
O3W1,1050.0,98.14399999999999
O3W1,1000.0,101.671
O3W1,900.0,99.92299999999999
O3W1,800.0,98.23899999999999
O3W1,700.0,96.141
O3W1,600.0,93.113
O3W1,500.0,88.641
O3W1,400.0,82.209
O3W1,300.0,73.304
O3W1,298.0,73.139
O7Ti4,2300.0,322.545
O7Ti4,2200.0,320.913
O7Ti4,2100.0,319.281
O7Ti4,2000.0,317.607
O7Ti4,1950.0,316.72900000000004
O7Ti4,1900.0,315.85
O7Ti4,1800.0,314.051
O7Ti4,1700.0,312.21
O7Ti4,1600.0,310.285
O7Ti4,1500.0,308.235
O7Ti4,1400.0,306.018
O7Ti4,1300.0,303.675
O7Ti4,1200.0,301.08099999999996
O7Ti4,1100.0,298.152
O7Ti4,1000.0,294.805
O7Ti4,900.0,290.83
O7Ti4,800.0,285.976
O7Ti4,700.0,279.659
O7Ti4,600.0,271.165
O7Ti4,500.0,258.86400000000003
O7Ti4,400.0,239.91099999999997
O7Ti4,300.0,209.2
O7Ti4,298.0,208.489
K1,298.0,29.497
K1,350.0,38.484
K1,336.35,34.567
K1,300.0,29.573
O4V2,2100.0,183.092
O4V2,2000.0,181.192
O4V2,1900.0,179.27599999999998
O4V2,1818.0,177.72799999999998
O4V2,1800.0,177.343
O4V2,1700.0,175.30200000000002
O4V2,1600.0,173.42700000000002
O4V2,1500.0,171.429
O4V2,1400.0,169.40599999999998
O4V2,1300.0,167.33
O4V2,1200.0,165.209
O4V2,1100.0,162.987
O4V2,1000.0,160.68200000000002
O4V2,900.0,158.157
O4V2,800.0,155.457
O4V2,700.0,152.175
O4V2,600.0,148.44799999999998
O4V2,500.0,143.269
O4V2,400.0,135.281
O4V2,340.0,123.336
O4V2,340.0,127.62100000000001
O4V2,300.0,115.787
O4V2,298.0,115.399
O2.90W1,2900.0,123.135
O2.90W1,2800.0,121.88
O2.90W1,2700.0,120.625
O2.90W1,2600.0,119.37
O2.90W1,2500.0,118.11399999999999
O2.90W1,2400.0,116.859
O2.90W1,2300.0,115.604
O2.90W1,2200.0,114.34899999999999
O2.90W1,2100.0,113.094
O2.90W1,2000.0,111.838
O2.90W1,1900.0,110.583
O2.90W1,1800.0,109.32799999999999
O2.90W1,1700.0,108.073
O2.90W1,1600.0,106.818
O2.90W1,1500.0,105.68799999999999
O2.90W1,1400.0,104.55799999999999
O2.90W1,1300.0,103.303
O2.90W1,1200.0,101.88
O2.90W1,1100.0,100.56200000000001
O2.90W1,1000.0,99.244
O2.90W1,900.0,97.655
O2.90W1,800.0,95.98100000000001
O2.90W1,700.0,93.931
O2.90W1,600.0,90.91799999999999
O2.90W1,500.0,86.609
O2.90W1,400.0,80.333
O2.90W1,300.0,71.546
O2.90W1,298.0,71.37899999999999
Pb1,1400.0,37.183
Pb1,1300.0,36.208
Pb1,1200.0,35.238
Pb1,1100.0,34.263000000000005
Pb1,1000.0,33.288000000000004
Pb1,900.0,32.313
Pb1,800.0,31.342
Pb1,700.0,30.366999999999997
Pb1,600.6,29.414
Pb1,600.0,29.404
Pb1,500.0,28.549
Pb1,450.0,28.139
Pb1,400.0,27.723000000000003
Pb1,350.0,27.288
Pb1,300.0,26.853
Pb1,298.0,26.836
O5Ti3,1400.0,224.262
O5Ti3,1300.0,222.58900000000003
O5Ti3,1200.0,220.497
O5Ti3,1100.0,218.405
O5Ti3,1000.0,215.894
O5Ti3,900.0,213.38400000000001
O5Ti3,800.0,210.037
O5Ti3,700.0,206.062
O5Ti3,600.0,200.832
O5Ti3,500.0,194.138
O5Ti3,450.0,189.954
O5Ti3,400.0,182.84099999999998
O5Ti3,300.0,155.477
O5Ti3,298.0,154.808
O5V2,1400.0,195.393
O5V2,1300.0,192.46400000000003
O5V2,1200.0,189.535
O5V2,1100.0,186.606
O5V2,1000.0,183.678
O5V2,943.0,182.00400000000002
O5V2,900.0,180.74900000000002
O5V2,800.0,177.25099999999998
O5V2,700.0,173.234
O5V2,600.0,168.31400000000002
O5V2,500.0,161.753
O5V2,400.0,150.95
O5V2,300.0,131.02700000000002
O5V2,298.0,130.599
Mg2O4Si1,298.0,118.68799999999999
Mg2O4Si1,2900.0,216.315
Mg2O4Si1,2800.0,214.49
Mg2O4Si1,2700.0,212.648
Mg2O4Si1,2600.0,210.79
Mg2O4Si1,2500.0,208.915
Mg2O4Si1,2400.0,207.02
Mg2O4Si1,2300.0,205.1
Mg2O4Si1,2200.0,203.15400000000002
Mg2O4Si1,2171.0,202.673
Mg2O4Si1,2100.0,201.175
Mg2O4Si1,2000.0,199.16299999999998
Mg2O4Si1,1900.0,197.108
Mg2O4Si1,1800.0,195.00799999999998
Mg2O4Si1,1700.0,192.845
Mg2O4Si1,1600.0,190.61900000000003
Mg2O4Si1,1500.0,188.30900000000003
Mg2O4Si1,1400.0,185.895
Mg2O4Si1,1300.0,183.36
Mg2O4Si1,1200.0,180.665
Mg2O4Si1,1100.0,177.77
Mg2O4Si1,1000.0,174.607
Mg2O4Si1,900.0,171.088
Mg2O4Si1,800.0,167.063
Mg2O4Si1,700.0,162.31
Mg2O4Si1,600.0,156.431
Mg2O4Si1,500.0,148.695
Mg2O4Si1,400.0,137.55700000000002
Mg2O4Si1,300.0,119.148
Cu1,298.0,24.441999999999997
Cu1,1900.0,45.095
Cu1,1800.0,42.928000000000004
Cu1,1700.0,40.76
Cu1,1600.0,38.593
Cu1,1500.0,36.425
Cu1,1400.0,34.258
Cu1,1358.0,33.353
Cu1,1300.0,32.143
Cu1,1200.0,30.519000000000002
Cu1,1100.0,29.479
Cu1,1000.0,28.662
Cu1,900.0,28.049
Cu1,800.0,27.494
Cu1,700.0,26.996
Cu1,600.0,26.480999999999998
Cu1,500.0,25.912
Cu1,450.0,25.686
Cu1,400.0,25.318
Cu1,350.0,24.975
Cu1,300.0,24.462
F1Li1,298.0,41.815
F1Li1,2400.0,76.872
F1Li1,2300.0,76.248
F1Li1,2200.0,75.53
F1Li1,2100.0,74.72
F1Li1,2000.0,73.817
F1Li1,1900.0,72.821
F1Li1,1800.0,71.73100000000001
F1Li1,0.0,70.54899999999999
F1Li1,1600.0,69.274
F1Li1,1500.0,67.906
F1Li1,1400.0,66.445
F1Li1,1300.0,64.892
F1Li1,1200.0,63.245
F1Li1,1121.3,61.883
F1Li1,1100.0,61.505
F1Li1,1000.0,59.58
F1Li1,900.0,57.696999999999996
F1Li1,800.0,55.731
F1Li1,700.0,53.723
F1Li1,600.0,51.589
F1Li1,500.0,49.32899999999999
F1Li1,400.0,46.543
F1Li1,300.0,41.93600000000001
H2O2Sr1,298.0,74.89399999999999
H2O2Sr1,800.0,141.628
H2O2Sr1,783.15,139.37
H2O2Sr1,700.0,128.32299999999998
H2O2Sr1,600.0,115.01799999999999
H2O2Sr1,500.0,101.755
H2O2Sr1,400.0,88.45
H2O2Sr1,300.0,75.145
I1K1,298.0,52.777
I1K1,1900.0,75.317
I1K1,1800.0,75.291
I1K1,1700.0,75.234
I1K1,1600.0,75.145
I1K1,1500.0,74.92699999999999
I1K1,1400.0,74.601
I1K1,1300.0,74.09
I1K1,1200.0,73.13600000000001
I1K1,1100.0,71.546
I1K1,1000.0,69.036
I1K1,954.0,67.594
I1K1,900.0,65.793
I1K1,800.0,62.638999999999996
I1K1,700.0,59.777
I1K1,600.0,57.3
I1K1,500.0,55.363
I1K1,400.0,53.931999999999995
I1K1,300.0,52.806000000000004
I1Na1,298.0,52.225
I1Na1,1900.0,70.127
I1Na1,1800.0,69.116
I1Na1,1700.0,68.095
I1Na1,1600.0,67.064
I1Na1,1500.0,66.024
I1Na1,1400.0,64.97399999999999
I1Na1,1300.0,63.913999999999994
I1Na1,1200.0,62.843999999999994
I1Na1,1100.0,61.763999999999996
I1Na1,1000.0,60.675
I1Na1,933.0,59.93899999999999
I1Na1,900.0,59.58
I1Na1,800.0,58.492
I1Na1,700.0,57.363
I1Na1,600.0,56.233000000000004
I1Na1,500.0,55.02
I1Na1,400.0,53.806000000000004
I1Na1,300.0,52.258
Li2O4S1,298.0,117.60799999999999
Li2O4S1,1100.0,237.051
Li2O4S1,1000.0,223.38400000000001
Li2O4S1,900.0,209.702
Li2O4S1,848.0,202.732
Li2O4S1,800.0,196.062
Li2O4S1,700.0,182.36
Li2O4S1,600.0,168.46900000000002
Li2O4S1,500.0,154.47299999999998
Li2O4S1,400.0,139.244
Li2O4S1,300.0,118.02600000000001
Mg2Si1,298.0,67.86399999999999
Mg2Si1,2400.0,106.985
Mg2Si1,2300.0,105.855
Mg2Si1,2200.0,104.684
Mg2Si1,2100.0,103.47
Mg2Si1,1900.0,100.91799999999999
Mg2Si1,1800.0,99.579
Mg2Si1,1700.0,98.198
Mg2Si1,1600.0,96.77600000000001
Mg2Si1,1500.0,95.31200000000001
Mg2Si1,1400.0,93.805
Mg2Si1,1375.0,93.45
Mg2Si1,1300.0,92.257
Mg2Si1,1200.0,90.667
Mg2Si1,1100.0,89.07700000000001
Mg2Si1,1000.0,87.404
Mg2Si1,900.0,85.68799999999999
Mg2Si1,800.0,83.889
Mg2Si1,700.0,82.006
Mg2Si1,600.0,79.831
Mg2Si1,500.0,77.278
Mg2Si1,400.0,73.764
Mg2Si1,300.0,67.994
Mo2S3,298.0,109.294
Mo2S3,2300.0,185.93900000000002
Mo2S3,2200.0,182.625
Mo2S3,2100.0,179.30900000000003
Mo2S3,2080.0,178.645
Mo2S3,2000.0,175.989
Mo2S3,1900.0,172.666
Mo2S3,1800.0,169.33900000000003
Mo2S3,1700.0,166.00599999999997
Mo2S3,1600.0,162.666
Mo2S3,1500.0,159.317
Mo2S3,1400.0,155.957
Mo2S3,1300.0,152.582
Mo2S3,1200.0,149.186
Mo2S3,1100.0,145.762
Mo2S3,1000.0,142.297
Mo2S3,900.0,138.775
Mo2S3,800.0,135.162
Mo2S3,700.0,131.405
Mo2S3,600.0,127.399
Mo2S3,500.0,122.926
Mo2S3,400.0,117.464
Mo2S3,300.0,109.48899999999999
N2O4,298.0,122.103
N2O4,400.0,153.636
N2O4,300.0,122.675
N4Si3,298.0,99.53299999999999
N4Si3,2900.0,188.05599999999998
N4Si3,2800.0,187.81799999999998
N4Si3,2700.0,187.567
N4Si3,2600.0,187.303
N4Si3,2500.0,187.025
N4Si3,2400.0,186.734
N4Si3,2300.0,186.429
N4Si3,2200.0,186.111
N4Si3,2100.0,185.78
N4Si3,2000.0,185.435
N4Si3,1900.0,184.53900000000002
N4Si3,1800.0,183.452
N4Si3,1700.0,182.171
N4Si3,1600.0,180.548
N4Si3,1500.0,178.657
N4Si3,1400.0,175.92
N4Si3,1300.0,172.53099999999998
N4Si3,1200.0,168.49
N4Si3,1100.0,163.678
N4Si3,1000.0,158.155
N4Si3,900.0,152.298
N4Si3,800.0,145.812
N4Si3,700.0,138.072
N4Si3,600.0,129.704
N4Si3,500.0,120.708
N4Si3,400.0,110.667
N4Si3,300.0,99.788
N5P3,298.0,148.95
N5P3,1400.0,271.904
N5P3,1300.0,271.207
N5P3,1200.0,269.868
N5P3,1100.0,267.888
N5P3,1000.0,265.26599999999996
N5P3,900.0,261.5
N5P3,800.0,255.22400000000002
N5P3,700.0,246.856
N5P3,600.0,234.304
N5P3,500.0,217.56799999999998
N5P3,400.0,192.46400000000003
N5P3,300.0,149.787
Na2O2,298.0,89.266
Na2O2,2400.0,113.596
Na2O2,2300.0,113.596
Na2O2,2200.0,113.596
Na2O2,2100.0,113.596
Na2O2,2000.0,113.596
Na2O2,1900.0,113.596
Na2O2,1800.0,113.596
Na2O2,1700.0,113.596
Na2O2,1600.0,113.596
Na2O2,1500.0,113.596
Na2O2,1400.0,113.596
Na2O2,1300.0,113.596
Na2O2,1200.0,113.596
Na2O2,1100.0,113.596
Na2O2,1000.0,113.596
Na2O2,900.0,113.596
Na2O2,800.0,113.596
Na2O2,785.0,115.25299999999999
Na2O2,785.0,113.596
Na2O2,700.0,112.33200000000001
Na2O2,600.0,108.445
Na2O2,500.0,103.76700000000001
Na2O2,400.0,97.721
Na2O2,300.0,89.40799999999999
Nb2O5,298.0,131.988
Nb2O5,2200.0,184.00400000000002
Nb2O5,2100.0,183.862
Nb2O5,1900.0,183.435
Nb2O5,1800.0,183.12900000000002
Nb2O5,1785.0,183.075
Nb2O5,1700.0,182.745
Nb2O5,1600.0,182.263
Nb2O5,1500.0,181.665
Nb2O5,1400.0,180.92
Nb2O5,1300.0,179.99099999999999
Nb2O5,1200.0,178.828
Nb2O5,1100.0,177.36
Nb2O5,1000.0,175.502
Nb2O5,800.0,170.03799999999998
Nb2O5,700.0,166.013
Nb2O5,500.0,153.841
Nb2O5,400.0,144.99200000000002
Nb2O5,300.0,132.32
Ni1,298.0,25.987
Ni1,2400.0,48.702
Ni1,2300.0,47.446999999999996
Ni1,2200.0,46.191
Ni1,2100.0,44.978
Ni1,2000.0,43.806000000000004
Ni1,1900.0,42.677
Ni1,1800.0,39.33
Ni1,1728.0,38.535
Ni1,1700.0,38.284
Ni1,1600.0,37.279
Ni1,1500.0,36.317
Ni1,1400.0,35.397
Ni1,1300.0,34.518
Ni1,1200.0,33.681
Ni1,1100.0,32.928000000000004
Ni1,1000.0,32.217
Ni1,900.0,31.589000000000002
Ni1,800.0,31.003
Ni1,631.0,39.832
Ni1,631.0,39.832
Ni1,600.0,34.853
Ni1,500.0,31.045
Ni1,450.0,29.623
Ni1,400.0,28.493000000000002
Ni1,350.0,27.294
Ni1,300.0,26.024
Ni1S2,298.0,70.626
Ni1S2,1700.0,99.71700000000001
Ni1S2,1600.0,97.64200000000001
Ni1S2,1500.0,95.56700000000001
Ni1S2,1400.0,93.491
Ni1S2,1300.0,91.416
Ni1S2,1280.0,91.001
Ni1S2,1200.0,89.34100000000001
Ni1S2,1100.0,87.266
Ni1S2,1000.0,85.19
Ni1S2,900.0,83.115
Ni1S2,800.0,81.04
Ni1S2,700.0,78.965
Ni1S2,600.0,76.889
Ni1S2,500.0,74.814
Ni1S2,400.0,72.73899999999999
Ni1S2,300.0,70.664
Ni3S2,298.0,117.738
Ni3S2,1500.0,188.615
Ni3S2,1400.0,188.615
Ni3S2,1300.0,188.615
Ni3S2,1200.0,188.615
Ni3S2,1100.0,188.615
Ni3S2,1062.0,188.615
Ni3S2,1000.0,188.615
Ni3S2,900.0,188.615
Ni3S2,829.0,152.19
Ni3S2,829.0,188.615
Ni3S2,800.0,150.708
Ni3S2,700.0,145.436
Ni3S2,600.0,139.91299999999998
Ni3S2,500.0,133.972
Ni3S2,400.0,127.11
Ni3S2,300.0,117.947
O1Pb1,298.0,45.773
O1Pb1,1300.0,64.183
O1Pb1,1200.0,62.927
O1Pb1,1100.0,61.672
O1Pb1,1000.0,60.417
O1Pb1,900.0,59.162
O1Pb1,800.0,57.907
O1Pb1,762.0,57.43
O1Pb1,700.0,56.651
O1Pb1,600.0,55.396
O1Pb1,500.0,53.43
O1Pb1,400.0,50.375
O1Pb1,300.0,45.86600000000001
O2Pb1,298.0,61.17
O2Pb1,1100.0,79.669
O2Pb1,1000.0,79.301
O2Pb1,900.0,78.602
O2Pb1,800.0,77.571
O2Pb1,700.0,76.21
O2Pb1,600.0,74.517
O2Pb1,500.0,71.69800000000001
O2Pb1,400.0,67.613
O2Pb1,300.0,61.318000000000005
O2Si1,298.0,26.581
O2Si1,2900.0,76.015
O2Si1,2800.0,75.852
O2Si1,2700.0,75.684
O2Si1,2600.0,75.509
O2Si1,2500.0,75.333
O2Si1,2400.0,75.145
O2Si1,2300.0,74.952
O2Si1,2200.0,74.751
O2Si1,2100.0,74.542
O2Si1,2000.0,74.316
O2Si1,1900.0,74.074
O2Si1,1800.0,73.814
O2Si1,1700.0,73.53399999999999
O2Si1,1600.0,73.22
O2Si1,1500.0,72.869
O2Si1,1400.0,72.467
O2Si1,1300.0,71.998
O2Si1,1200.0,71.446
O2Si1,1100.0,70.77199999999999
O2Si1,1000.0,69.923
O2Si1,900.0,68.82300000000001
O2Si1,800.0,67.337
O2Si1,700.0,65.229
O2Si1,600.0,62.049
O2Si1,500.0,56.856
O2Si1,400.0,47.413000000000004
O2Si1,300.0,27.154
O2Ti1,298.0,55.271
O2Ti1,1900.0,77.446
O2Ti1,1800.0,77.362
O2Ti1,1700.0,77.237
O2Ti1,1600.0,77.111
O2Ti1,1500.0,76.944
O2Ti1,1400.0,76.735
O2Ti1,1300.0,76.484
O2Ti1,1200.0,76.191
O2Ti1,1100.0,75.814
O2Ti1,1000.0,75.354
O2Ti1,900.0,74.726
O2Ti1,800.0,73.86
O2Ti1,700.0,72.655
O2Ti1,600.0,70.89
O2Ti1,500.0,68.145
O2Ti1,400.0,63.593
O2Ti1,300.0,55.471000000000004
O2Zr1,298.0,56.191
O2Zr1,3400.0,74.475
O2Zr1,3300.0,74.475
O2Zr1,3200.0,74.475
O2Zr1,3100.0,74.475
O2Zr1,3000.0,74.475
O2Zr1,2950.0,74.475
O2Zr1,2900.0,74.475
O2Zr1,2800.0,74.475
O2Zr1,2700.0,74.475
O2Zr1,2600.0,74.475
O2Zr1,2500.0,74.475
O2Zr1,2400.0,74.475
O2Zr1,2300.0,74.475
O2Zr1,2200.0,74.475
O2Zr1,2100.0,74.475
O2Zr1,2000.0,74.475
O2Zr1,1900.0,74.475
O2Zr1,1800.0,74.475
O2Zr1,1700.0,74.475
O2Zr1,1600.0,74.475
O2Zr1,1500.0,74.475
O2Zr1,1478.0,80.108
O2Zr1,1478.0,74.475
O2Zr1,1400.0,79.45
O2Zr1,1300.0,78.58
O2Zr1,1200.0,77.684
O2Zr1,1100.0,76.743
O2Zr1,1000.0,75.747
O2Zr1,900.0,74.663
O2Zr1,800.0,73.45
O2Zr1,700.0,72.023
O2Zr1,600.0,70.237
O2Zr1,500.0,67.764
O2Zr1,400.0,63.848
O2Zr1,300.0,56.262
O3V2,298.0,104.963
O3V2,2700.0,193.437
O3V2,2600.0,189.97799999999998
O3V2,2500.0,186.52599999999998
O3V2,2400.0,183.08599999999998
O3V2,2340.0,181.021
O3V2,2200.0,176.24599999999998
O3V2,2100.0,172.847
O3V2,2000.0,169.468
O3V2,1900.0,166.112
O3V2,1800.0,162.782
O3V2,1700.0,159.481
O3V2,1600.0,156.221
O3V2,1500.0,153.005
O3V2,1400.0,149.841
O3V2,1300.0,146.741
O3V2,1200.0,143.718
O3V2,1100.0,140.786
O3V2,1000.0,137.957
O3V2,900.0,135.246
O3V2,800.0,132.639
O3V2,700.0,130.071
O3V2,600.0,127.32600000000001
O3V2,500.0,123.75
O3V2,400.0,117.54
O3V2,300.0,105.26
O4Pb2Si1,298.0,136.984
O4Pb2Si1,1900.0,201.292
O4Pb2Si1,1800.0,200.12099999999998
O4Pb2Si1,1700.0,199.033
O4Pb2Si1,1600.0,197.903
O4Pb2Si1,1500.0,196.648
O4Pb2Si1,1400.0,195.30900000000003
O4Pb2Si1,1300.0,193.71900000000002
O4Pb2Si1,1200.0,192.046
O4Pb2Si1,1100.0,190.79
O4Pb2Si1,1000.0,189.11700000000002
O4Pb2Si1,900.0,186.774
O4Pb2Si1,800.0,184.18
O4Pb2Si1,700.0,180.12099999999998
O4Pb2Si1,600.0,173.343
O4Pb2Si1,500.0,163.762
O4Pb2Si1,400.0,152.005
O4Pb2Si1,300.0,137.235
O4Si1Zr1,298.0,98.65899999999999
O4Si1Zr1,2900.0,150.624
O4Si1Zr1,2800.0,150.624
O4Si1Zr1,2700.0,150.624
O4Si1Zr1,2600.0,150.624
O4Si1Zr1,2500.0,150.624
O4Si1Zr1,2400.0,150.624
O4Si1Zr1,2300.0,150.624
O4Si1Zr1,2200.0,150.624
O4Si1Zr1,2100.0,150.624
O4Si1Zr1,2000.0,150.624
O4Si1Zr1,1900.0,150.624
O4Si1Zr1,1800.0,150.624
O4Si1Zr1,1700.0,150.624
O4Si1Zr1,1600.0,150.624
O4Si1Zr1,1500.0,150.624
O4Si1Zr1,1400.0,150.415
O4Si1Zr1,1300.0,150.164
O4Si1Zr1,1200.0,149.704
O4Si1Zr1,1100.0,148.741
O4Si1Zr1,1000.0,147.27700000000002
O4Si1Zr1,900.0,145.268
O4Si1Zr1,800.0,142.674
O4Si1Zr1,700.0,138.825
O4Si1Zr1,600.0,133.679
O4Si1Zr1,500.0,125.93799999999999
O4Si1Zr1,400.0,114.64200000000001
O4Si1Zr1,300.0,99.119
P1,298.0,23.825
P1,900.0,26.485
P1,800.0,26.485
P1,700.0,26.485
P1,600.0,26.485
P1,500.0,26.485
P1,450.0,25.997
P1,400.0,25.313000000000002
P1,350.0,24.730999999999998
P1,317.3,24.351
P1,300.0,23.87
P4S3,298.0,146.44
P4S3,1900.0,146.44
P4S3,1800.0,146.44
P4S3,1700.0,146.44
P4S3,1600.0,146.44
P4S3,1500.0,146.44
P4S3,1400.0,146.44
P4S3,1300.0,146.44
P4S3,1200.0,146.44
P4S3,1100.0,146.44
P4S3,1000.0,146.44
P4S3,900.0,146.44
P4S3,800.0,146.44
P4S3,700.0,146.44
P4S3,600.0,146.44
P4S3,500.0,146.44
P4S3,440.0,146.44
P4S3,400.0,146.44
P4S3,300.0,146.44
Pb1S1,1700.0,62.551
Pb1S1,1600.0,61.714
Pb1S1,1500.0,60.876999999999995
Pb1S1,1400.0,59.957
Pb1S1,1300.0,59.036
Pb1S1,1200.0,58.074
Pb1S1,1100.0,57.153
Pb1S1,1000.0,56.191
Pb1S1,900.0,55.271
Pb1S1,800.0,54.308
Pb1S1,700.0,53.346000000000004
Pb1S1,600.0,52.38399999999999
Pb1S1,500.0,51.463
Pb1S1,400.0,50.458999999999996
Pb1S1,300.0,49.455
Sr1,1400.0,38.801
Sr1,1300.0,37.604
Sr1,1200.0,36.428000000000004
Sr1,1100.0,35.273
Sr1,1000.0,34.139
Sr1,900.0,33.027
Sr1,820.0,32.150999999999996
Sr1,800.0,31.935
Sr1,700.0,30.864
Sr1,600.0,29.814
Sr1,500.0,28.785
Sr1,450.0,28.278000000000002
Sr1,400.0,27.776999999999997
Sr1,350.0,27.298000000000002
Sr1,300.0,26.809
Sr1,298.0,26.791
Ti1,1600.0,55.22
Ti1,1500.0,49.763999999999996
Ti1,1400.0,44.948
Ti1,1300.0,40.771
Ti1,1200.0,37.233000000000004
Ti1,1166.0,36.175
Ti1,1100.0,34.334
Ti1,1000.0,32.074
Ti1,900.0,30.454
Ti1,800.0,29.471999999999998
Ti1,700.0,29.135
Ti1,600.0,28.596
Ti1,500.0,27.877
Ti1,450.0,27.418000000000003
Ti1,400.0,26.862
Ti1,350.0,26.169
Ti1,300.0,25.276
Ti1,298.0,25.238000000000003
V1,2600.0,52.028
V1,2500.0,50.103
V1,2400.0,48.178999999999995
V1,2300.0,46.254
V1,2200.0,44.32899999999999
V1,2190.0,44.141000000000005
V1,2100.0,42.468
V1,2000.0,40.92
V1,1900.0,39.539
V1,1800.0,38.2
V1,1700.0,37.028
V1,1600.0,35.857
V1,1500.0,34.811
V1,1400.0,33.806999999999995
V1,1300.0,32.74
V1,1200.0,31.798000000000002
V1,1100.0,30.878
V1,1000.0,30.083000000000002
V1,900.0,29.372
V1,800.0,28.66
V1,700.0,28.033
V1,600.0,27.489
V1,500.0,26.945
V1,450.0,26.61
V1,400.0,26.234
V1,350.0,25.680999999999997
V1,300.0,24.928
V1,298.0,24.896
Zn1,900.0,32.716
Zn1,800.0,31.284000000000002
Zn1,700.0,29.9
Zn1,692.73,29.802
Zn1,600.0,28.588
Zn1,500.0,27.386
Zn1,450.0,26.843000000000004
Zn1,400.0,26.346
Zn1,350.0,25.889
Zn1,300.0,25.406
Zn1,298.0,25.386999999999997
Zr1,1600.0,37.762
Zr1,1500.0,36.846
Zr1,1400.0,35.806999999999995
Zr1,1300.0,34.681
Zr1,1200.0,33.501999999999995
Zr1,1135.0,32.724000000000004
Zr1,1100.0,32.306
Zr1,1000.0,31.128
Zr1,900.0,30.003
Zr1,800.0,28.965999999999998
Zr1,700.0,28.053
Zr1,600.0,27.281
Zr1,500.0,26.564
Zr1,450.0,26.246
Zr1,400.0,25.935
Zr1,350.0,25.605999999999998
Zr1,298.0,25.201999999999998
